gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1092467503	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:60213	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Sjugardsmyre	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.14381	9.31204	0.0	0.0			2014-08-30T00:00Z	30	8	2014	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	60213					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092467555	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:60214	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Storranden	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.262	9.50702	0.0	0.0			2014-08-31T00:00Z	31	8	2014	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	60214					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092467629	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:60082	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.29999	9.49941	0.0	0.0			2014-08-26T00:00Z	26	8	2014	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	60082					Tord Bretten			2015-06-05T21:37Z		GEODETIC_DATUM_ASSUMED_WGS84
1092467899	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:60573	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kårvatn	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.78119	8.87527	0.0	0.0			2014-09-13T00:00Z	13	9	2014	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	60573					Jo Heggset			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092468040	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:60456	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kvitbekken	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.50987	9.20971	0.0	0.0			2014-09-16T00:00Z	16	9	2014	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	60456					Frode Aalbu			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092468826	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:61585	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Nestavoll	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.37012	9.63693	0.0	0.0			2014-06-11T00:00Z	11	6	2014	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	61585					Håvard Rønning, Ingolf Røtvei			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092469294	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:61597	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Nord for Svåni	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.25511	9.5314	0.0	0.0			2014-06-27T00:00Z	27	6	2014	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	61597					Tord Bretten, Ingolf Røtvei			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092469391	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:60412	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Gåsbuosen	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.30465	8.7165	0.0	0.0			2014-09-11T00:00Z	11	9	2014	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	60412					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092470204	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:62793	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	vålåsjøhøe	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.21289	9.48253	0.0	0.0			2015-01-02T00:00Z	2	1	2015	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	62793					Per Skotvedt			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092470316	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:64078	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.38614	9.61784	0.0	0.0			2015-03-06T00:00Z	6	3	2015	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	64078					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092470824	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:64764	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Driva N for Kongsvoll	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.33131	9.62058	0.0	0.0			2007-06-17T00:00Z	17	6	2007	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	64764					Andreas Winnem			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092471237	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:65046	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.32153	9.52703	0.0	0.0			2015-04-15T00:00Z	15	4	2015	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	65046					Ingolf Røtvei, Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092471257	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:65101	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.31646	9.58195	0.0	0.0			2015-04-17T00:00Z	17	4	2015	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	65101					Bjørn Rangbru			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1092471289	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:65062	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.39464	9.61589	0.0	0.0			2015-04-15T00:00Z	15	4	2015	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	65062					Ingolf Røtvei, Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
190468370	609217ee-054d-441d-a850-356cbc2fb385	urn:catalog:O:Mam:13506	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)		øst-Grønland	f314b0b0-e3dc-11d9-8d81-b8a03c50a862	0.0	0.0	0.0	0.0	0.0	0.0				1933	2441108	2441108	PRESERVED_SPECIMEN	O	Mam	13506					Anon.			2015-06-10T10:32Z		COUNTRY_INVALID;ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84
190468378	609217ee-054d-441d-a850-356cbc2fb385	urn:catalog:O:Mam:13514	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)		øst-Grønland	f314b0b0-e3dc-11d9-8d81-b8a03c50a862	0.0	0.0	0.0	0.0	0.0	0.0				1933	2441108	2441108	PRESERVED_SPECIMEN	O	Mam	13514					Anon.			2015-06-10T10:32Z		COUNTRY_INVALID;ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84
230777188	71f4c974-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	DE	Löbejün	10980920-6dad-11da-ad13-b8a03c50a862											2441108	2441108	FOSSIL_SPECIMEN	MfN	MfN - Fossil vertebrates IV	MB.Ma.38427								2015-06-30T09:32Z		
1238715205	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11213601	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Løypeskollen, Lesja, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.28918	9.10407	0.0	0.0			2006-08-19T00:00Z	19	8	2006	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11213601					Bjørn Rangbru			2016-02-11T20:01Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238727636	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11230684	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Dovrefjell-Sundalsfjella Nasjonalpark, Rauma, Mr	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.37537	8.0114	0.0	0.0			2010-04-25T00:00Z	25	4	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11230684					Philipp Voigt			2016-02-11T20:01Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238729534	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235490	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Stølåkvelvet, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.36987	9.61329	0.0	0.0			2010-03-05T00:00Z	5	3	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235490					Oppdal Bygdealmenning, Ingolf Røtvei, Håvard Rønning			2016-02-11T20:01Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238729821	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235496	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Stølåkollen, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.3862	9.61571	0.0	0.0			2010-03-05T00:00Z	5	3	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235496					Oppdal Bygdealmenning, Ingolf Røtvei, Håvard Rønning			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238730048	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235540	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Søndre løkke, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.30171	9.5995	0.0	0.0			2010-04-28T00:00Z	28	4	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235540					Oppdal Bygdealmenning, Tord Bretten, Ingolf Røtvei			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238730056	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235512	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kolla (Oppdal), Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.2954	9.49491	0.0	0.0			2010-04-14T00:00Z	14	4	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235512					Oppdal Bygdealmenning, Ingolf Røtvei			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238730922	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235776	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Drivstoggovollan, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.43968	9.59172	0.0	0.0			2010-06-21T00:00Z	21	6	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235776					Oppdal Bygdealmenning, Tord Bretten, Ingolf Røtvei			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238730944	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235780	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kollberget, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.28425	9.52045	0.0	0.0			2010-09-22T00:00Z	22	9	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235780					Oppdal Bygdealmenning, Tord Bretten, Ingolf Røtvei			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238730964	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11236375	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Drivstoggovollan, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.43723	9.59517	0.0	0.0			2010-06-07T00:00Z	7	6	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11236375					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238731018	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235577	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Høgsnyta (nord), Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.33712	9.60844	0.0	0.0			2010-05-28T00:00Z	28	5	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235577					Oppdal Bygdealmenning, Ingolf Røtvei			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238731032	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11236345	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Stølåkvelvet, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.36987	9.61329	0.0	0.0			2010-04-20T00:00Z	20	4	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11236345					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238731834	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11236288	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Storbekken, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.27759	9.54058	0.0	0.0			2010-09-20T00:00Z	20	9	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11236288					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238731961	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11236301	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Sletthøa, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.30567	9.41504	0.0	0.0			2010-09-09T00:00Z	9	9	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11236301					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238732201	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235581	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Drivstoggovollan, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.43723	9.59517	0.0	0.0			2010-06-01T00:00Z	1	6	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235581					Oppdal Bygdealmenning, Tord Bretten, Ingolf Røtvei, Håvard Rønning			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238732419	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11237447	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Høgsnyta, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.31776	9.58792	0.0	0.0			2010-12-16T00:00Z	16	12	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11237447					Trond Toldnes			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238735928	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11243127	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	kolla, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.28612	9.46778	0.0	0.0			2011-04-04T00:00Z	4	4	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11243127					Kari Svendsgard			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238737391	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245284	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.2712	9.5182	0.0	0.0			2011-08-31T00:00Z	31	8	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245284					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238737605	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245286	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.26376	9.55865	0.0	0.0			2011-05-25T00:00Z	25	5	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245286					Tord Bretten, Ingolf Røtvei			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238737935	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245247	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.31645	9.58194	0.0	0.0			2011-08-31T00:00Z	31	8	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245247					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738263	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246075	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Grønnstripa NystugudalNV, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.33426	9.57238	0.0	0.0			2002-08-18T00:00Z	18	8	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246075					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738847	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246445	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Vålåsjøhøe, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.21143	9.4681	0.0	0.0			2012-02-22T00:00Z	22	2	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246445					Trond Toldnes, Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738852	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245243	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.31514	9.51043	0.0	0.0			2011-08-25T00:00Z	25	8	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245243					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738874	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246474	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Vålåsjøhø, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.21074	9.47926	0.0	0.0			2012-02-21T00:00Z	21	2	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246474					Arne J. Mortensen			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738922	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245279	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.39354	9.63363	0.0	0.0			2011-06-14T00:00Z	14	6	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245279					Tord Bretten, Ingolf Røtvei			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238739194	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246320	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Under Svartkinn, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.33112	9.4507	0.0	0.0			2002-08-25T00:00Z	25	8	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246320					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238739284	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246169	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	N Bandranden, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.32744	9.4796	0.0	0.0			2002-09-07T00:00Z	7	9	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246169					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238739549	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246164	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Moseranden, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.37462	9.5828	0.0	0.0			2002-04-04T00:00Z	4	4	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246164					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
