gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
682599312	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:10472	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Reinheim	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.34164	9.35702	0.0	0.0			2008-08-12T00:00Z	12	8	2008	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	10472					Øystein Folden			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682599549	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:10479	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Stroplsjødalen	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.32281	9.47278	0.0	0.0			2008-08-12T00:00Z	12	8	2008	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	10479					Øystein Folden			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682611294	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:24434	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	GRISUNGDALEN	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.23277	9.41534	0.0	0.0			2010-05-05T00:00Z	5	5	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	24434					Trond Toldnes			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682613925	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:28508	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Høgsnyta	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.31733	9.5914	0.0	0.0			2010-04-28T00:00Z	28	4	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	28508					Tord Bretten, Ingolf Røtvei, Oppdal Bygdealmenning			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682614144	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:28766	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Nystuggudalen	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.33923	9.6023	0.0	0.0			2010-04-18T00:00Z	18	4	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	28766					Oppdal Bygdealmenning			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682614197	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:28780	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Grønnbakken	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.28129	9.59077	0.0	0.0			2010-11-23T00:00Z	23	11	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	28780					Ingolf Røtvei, Oppdal Bygdealmenning			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682614359	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:28878	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Nerhjellen	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.49678	9.0808	0.0	0.0			2010-12-04T00:00Z	4	12	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	28878					Tord Bretten			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682615417	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:30494	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	svartberget	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.22015	9.33251	0.0	0.0			2010-04-12T00:00Z	12	4	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	30494					Trond Toldnes			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682616446	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:30529	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	høgsnyta	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.31429	9.58978	0.0	0.0			2011-01-03T00:00Z	3	1	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	30529					Trond Toldnes			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682618822	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:33843	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kvernhushaugen vest	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.28308	9.59501	0.0	0.0			2011-06-01T00:00Z	1	6	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	33843					Bjørn Rangbru			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682620858	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:36639	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Tverrfjellet	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.22511	9.49536	0.0	0.0			2011-01-12T00:00Z	12	1	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	36639					Arne J. Mortensen			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682622177	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:38334	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Stølåkvølvtoppen	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.37478	9.60492	0.0	0.0			2012-01-11T00:00Z	11	1	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	38334					Tord Bretten			2015-06-05T21:36Z		GEODETIC_DATUM_ASSUMED_WGS84
682622234	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:38605	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.30205	9.41843	0.0	0.0			2011-07-18T00:00Z	18	7	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	38605					Håvard Rønning, Tord Bretten			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682622238	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:38672	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.24974	9.39678	0.0	0.0			2011-07-18T00:00Z	18	7	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	38672					Håvard Rønning, Tord Bretten			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682622300	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:38901	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Breislågån	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.23647	9.3832	0.0	0.0			2010-04-16T00:00Z	16	4	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	38901					Arne J. Mortensen			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682622307	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:38909	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Storkvolven	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.23486	9.40024	0.0	0.0			2009-01-14T00:00Z	14	1	2009	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	38909					Arne J. Mortensen			2015-06-05T22:24Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682622339	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:38524	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.3014	9.59778	0.0	0.0			2011-04-30T00:00Z	30	4	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	38524					Håvard Rønning, Tord Bretten			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682622646	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:38646	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.34587	9.6093	0.0	0.0			2011-05-03T00:00Z	3	5	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	38646					Arne Bretten, Tord Bretten			2015-06-05T22:24Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682622649	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:38675	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.37954	9.63491	0.0	0.0			2011-05-29T00:00Z	29	5	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	38675					Tord Bretten			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682622916	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:39416	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Bandrande/Kolldalutløpet	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.31667	9.47943	0.0	0.0			2002-08-25T00:00Z	25	8	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	39416					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682623361	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:39557	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.37016	9.57499	0.0	0.0			2002-02-11T00:00Z	11	2	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	39557					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682623578	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:39665	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.38174	9.59648	0.0	0.0			2002-05-21T00:00Z	21	5	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	39665					Tord Bretten			2015-06-05T22:24Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682623672	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:39590	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Nystubekk, tunnelltaket	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.34485	9.61699	0.0	0.0			2002-05-04T00:00Z	4	5	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	39590					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682623974	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:39842	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Vålåsjøhøe	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.21144	9.4681	0.0	0.0			2012-02-22T00:00Z	22	2	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	39842					Trond Toldnes, Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682623975	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:39872	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Vålåsjøhø	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.21074	9.47925	0.0	0.0			2012-02-21T00:00Z	21	2	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	39872					Arne J. Mortensen			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682625360	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:40989	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.36036	9.55741	0.0	0.0			2012-04-13T00:00Z	13	4	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	40989					Håvard Rønning, Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682625552	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:41886	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.32263	9.58415	0.0	0.0			2012-04-24T00:00Z	24	4	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	41886					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682626671	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:42885	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Rugelsjøen	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.71961	11.34619	0.0	0.0			2012-07-07T00:00Z	7	7	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	42885					Terje Borgos			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682628423	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:8808	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Dovre	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.34941	9.41327	0.0	0.0			1993-09-18T00:00Z	18	9	1993	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	8808					Geir Drange			2015-06-05T22:24Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682953387	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:38669	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.25986	9.55134	0.0	0.0			2011-08-27T00:00Z	27	8	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	38669					Tord Bretten			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682954181	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:39682	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.3523	9.5534	0.0	0.0			2002-02-11T00:00Z	11	2	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	39682					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
682958045	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:41903	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Skallen Nord nystubekk	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.35142	9.61147	0.0	0.0			2012-05-01T00:00Z	1	5	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	41903					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
683255345	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:29394	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Drivstua V	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.4255	9.60995	0.0	0.0			2010-05-31T00:00Z	31	5	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	29394					Tord Bretten			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
683257643	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:30502	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Einøvlingsbekken	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.26745	9.412	0.0	0.0			2010-07-08T00:00Z	8	7	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	30502					Trond Toldnes			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
683279446	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:38679	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.33398	9.35888	0.0	0.0			2011-07-05T00:00Z	5	7	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	38679					Håvard Rønning, Tord Bretten			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
683281391	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:39564	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	N. Nystubekk	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.35018	9.62869	0.0	0.0			2002-05-25T00:00Z	25	5	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	39564					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
683281396	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:39656	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Stølådalen	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.37811	9.60607	0.0	0.0			2002-02-06T00:00Z	6	2	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	39656					Tord Bretten			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
683287302	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:5835	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Løypeskollen	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.28829	9.08866	0.0	0.0			2006-08-24T00:00Z	24	8	2006	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	5835					Bjørn Rangbru			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
683450492	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:38931	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kollberget	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.28633	9.49905	0.0	0.0			2009-11-18T00:00Z	18	11	2009	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	38931					Arne J. Mortensen			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
683450512	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:39676	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.37201	9.56149	0.0	0.0			2002-02-11T00:00Z	11	2	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	39676					Tord Bretten			2015-06-05T21:36Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
683450709	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:41936	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Ole Hansenenget	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.35914	9.63274	0.0	0.0			2012-05-21T00:00Z	21	5	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	41936					Frode Aalbu, Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
665914386	41fc5c40-5e81-496f-9733-6b5681b3b7a5	d66b935b-9654-4b3a-bfd2-178be7f8d698	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus	moschatus	SUBSPECIES	Ovibos moschatus subsp. moschatus	CA	Hudson Bay	7b8aff00-a9f8-11d8-944b-b8a03c50a862										1896	7342821	2441108	PRESERVED_SPECIMEN	FMNH	Mammals	1256			http://fieldmuseum.org/about/copyright-information		Esquimaux			2015-05-21T14:04Z		
1055937493	7e380070-f762-11e1-a439-00145eb45e9a	250d1284-4f4c-472e-8617-f604a479c024	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus	wardii	SUBSPECIES	Ovibos moschatus wardii Lydekker, 1900	GL		19456090-b49a-11d8-abeb-b8a03c50a862											4409359	2441108	PRESERVED_SPECIMEN	NHMUK	ZOO	1900.12.1.1						HOLOTYPE		2015-08-26T16:18Z		TAXON_MATCH_FUZZY
1049650148	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:45195	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Stølan	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.37323	9.63439	0.0	0.0			2012-05-01T00:00Z	1	5	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	45195					Ingolf Røtvei, Oppdal Bygdealmenning			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1049650209	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:45175	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Hesthåggåhøa	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.39932	9.58212	0.0	0.0			2012-03-15T00:00Z	15	3	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	45175					Ingolf Røtvei, Oppdal Bygdealmenning			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1049650251	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:45212	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kaldvellsjøen	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.3472	9.53376	0.0	0.0			2012-08-20T00:00Z	20	8	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	45212					Ingolf Røtvei, Oppdal Bygdealmenning			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
